"Scus94491BpeSegment::scriptSetIndicatorsDisabled","in","bool","disabled","True to disable indicators","none"
"Battle::scriptSetBentShadowOffset","in","int","y","The shadow's Y size (12-bit fixed-point)","none"
"Battle::scriptSetBentShadowOffset","in","int","z","The shadow's Z size (12-bit fixed-point)","none"
"Battle::scriptApplyScreenDarkening","in","int","intensity","How intense the darkening effect should be","none"
"Battle::scriptGetStageNobj","out","int","count","The number of model parts","none"
"Battle::scriptShowStageModelPart","in","int","modelPartIndex","The model part index","none"
"Battle::scriptHideStageModelPart","in","int","modelPartIndex","The model part index","none"
"Battle::scriptAttachShadowToBentModelPart","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptAttachShadowToBentModelPart","in","int","modelPartAttachmentIndex","The model part index to attach the shadow to","none"
"Battle::scriptUpdateBentShadowType","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptSetStageZ","in","int","z","The Z offset","none"
"SEffe::scriptGetRelativePosition","in","int","bobjIndex","The battle object index","none"
"SEffe::scriptGetRelativePosition","in","int","parentIndex","The battle object parent index (-1 for none)","none"
"SEffe::scriptGetRelativePosition","out","int","x","The calculated X position","none"
"SEffe::scriptGetRelativePosition","out","int","y","The calculated Y position","none"
"SEffe::scriptGetRelativePosition","out","int","z","The calculated Z position","none"
"SEffe::scriptSetRelativePosition","in","int","bobjIndex1","The battle object script index 1","none"
"SEffe::scriptSetRelativePosition","in","int","bobjIndex2","The battle object script index 2","none"
"SEffe::scriptSetRelativePosition","in","int","x","The calculated X position","none"
"SEffe::scriptSetRelativePosition","in","int","y","The calculated Y position","none"
"SEffe::scriptSetRelativePosition","in","int","z","The calculated Z position","none"
"SEffe::scriptGetRotationDifference","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptGetRotationDifference","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptGetRotationDifference","out","int","x","The calculated X rotation (PSX degrees)","none"
"SEffe::scriptGetRotationDifference","out","int","y","The calculated Y rotation (PSX degrees)","none"
"SEffe::scriptGetRotationDifference","out","int","z","The calculated Z rotation (PSX degrees)","none"
"SEffe::scriptSetRelativeRotation","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptSetRelativeRotation","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptSetRelativeRotation","in","int","x","The X rotation (PSX degrees)","none"
"SEffe::scriptSetRelativeRotation","in","int","y","The Y rotation (PSX degrees)","none"
"SEffe::scriptSetRelativeRotation","in","int","z","The Z rotation (PSX degrees)","none"
"SEffe::scriptGetScaleRatio","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptGetScaleRatio","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptGetScaleRatio","out","int","x","The calculated X scale ratio (12-bit fixed-point)","none"
"SEffe::scriptGetScaleRatio","out","int","y","The calculated Y scale ratio (12-bit fixed-point)","none"
"SEffe::scriptGetScaleRatio","out","int","z","The calculated Z scale ratio (12-bit fixed-point)","none"
"SEffe::scriptSetRelativeScale","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptSetRelativeScale","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptSetRelativeScale","in","int","x","The X rotation (12-bit fixed-point)","none"
"SEffe::scriptSetRelativeScale","in","int","y","The Y rotation (12-bit fixed-point)","none"
"SEffe::scriptSetRelativeScale","in","int","z","The Z rotation (12-bit fixed-point)","none"
"SEffe::scriptGetColourDifference","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptGetColourDifference","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptGetColourDifference","out","int","r","The calculated red channel","none"
"SEffe::scriptGetColourDifference","out","int","g","The calculated green channel","none"
"SEffe::scriptGetColourDifference","out","int","b","The calculated blue channel","none"
"SEffe::scriptSetRelativeColour","in","int","bobjIndex1","The battle object 1","none"
"SEffe::scriptSetRelativeColour","in","int","bobjIndex2","The battle object 2 (or -1 for none)","none"
"SEffe::scriptSetRelativeColour","in","int","r","The red channel","none"
"SEffe::scriptSetRelativeColour","in","int","g","The green channel","none"
"SEffe::scriptSetRelativeColour","in","int","b","The blue channel","none"
"SEffe::scriptGetGenericEffectValue","in","int","effectIndex","The effect script index","none"
"SEffe::scriptGetGenericEffectValue","in","int","genericIndex","The generic variable index to return","none"
"SEffe::scriptGetGenericEffectValue","out","int","value","The value","none"
"SEffe::scriptSetGenericEffectValue","in","int","effectIndex","The effect script index","none"
"SEffe::scriptSetGenericEffectValue","in","int","genericIndex","The generic variable index to return","none"
"SEffe::scriptSetGenericEffectValue","in","int","value","The value","none"
"SEffe::scriptTransformBobjPositionToScreenSpace","in","int","bobjIndex","The battle object script index","none"
"SEffe::scriptTransformBobjPositionToScreenSpace","out","int","x","The screen space X position","none"
"SEffe::scriptTransformBobjPositionToScreenSpace","out","int","y","The screen space Y position","none"
"SEffe::scriptTransformBobjPositionToScreenSpace","out","int","z","The screen space Z position","none"
"SEffe::scriptRemoveEffectAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptRemoveEffectAttachment","in","int","attachmentId","The attachment ID","none"
"SEffe::scriptHasEffectAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptHasEffectAttachment","out","bool","hasAttachment","True if the attachment is present, false otherwise","none"
"SEffe::scriptHasEffectAttachment","in","int","attachmentId","The attachment ID","none"
"SEffe::scriptWaitForPositionScalerToFinish","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","velocityX","The X velocity (8-bit fixed-point)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","velocityY","The Y velocity (8-bit fixed-point)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","velocityZ","The Z velocity (8-bit fixed-point)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","accelerationX","The X acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","accelerationY","The Y acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddPositionScalerAttachment","in","int","accelerationZ","The Z acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","ticks","The number of frames for the movement to complete","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","x","The X position","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","y","The Y position","none"
"SEffe::scriptAddRelativePositionScalerTicks0","in","int","z","The Z position","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","distancePerFrame","The distance to move each frame until complete","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","x","The X position","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","y","The Y position","none"
"SEffe::scriptAddRelativePositionScalerDistance0","in","int","z","The Z position","none"
"SEffe::scriptAddPositionScalerMoveToParent","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddPositionScalerMoveToParent","in","int","parentIndex","The parent index","none"
"SEffe::scriptGetRelativeAngleBetweenBobjs","in","int","bobjIndex1","The first battle object script index","none"
"SEffe::scriptGetRelativeAngleBetweenBobjs","in","int","bobjIndex2","The second battle object script index","none"
"SEffe::scriptGetRelativeAngleBetweenBobjs","out","int","x","The X angle (12-bit fixed-point)","none"
"SEffe::scriptGetRelativeAngleBetweenBobjs","out","int","z","The Z angle (12-bit fixed-point)","none"
"SEffe::scriptGetRelativeAngleBetweenBobjs","out","int","y","The Y angle (12-bit fixed-point)","none"
"SEffe::scriptRotateBobjTowardsPoint","in","int","bobjIndex","The battle object index","none"
"SEffe::scriptRotateBobjTowardsPoint","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptRotateBobjTowardsPoint","in","int","x","The X position","none"
"SEffe::scriptRotateBobjTowardsPoint","in","int","y","The Y position","none"
"SEffe::scriptRotateBobjTowardsPoint","in","int","z","The Z position","none"
"SEffe::scriptSetEffectApplyRotationAndScaleFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectApplyRotationAndScaleFlag","in","bool","set","True to set (apply), false otherwise (don't apply)","none"
"SEffe::scriptGetEffectTranslationRelativeToParent","in","int","effectIndex","The effect index","none"
"SEffe::scriptGetEffectTranslationRelativeToParent","in","int","parentIndex","The parent index (-1 for none)","none"
"SEffe::scriptGetEffectTranslationRelativeToParent","out","int","x","The calculated X position","none"
"SEffe::scriptGetEffectTranslationRelativeToParent","out","int","y","The calculated Y position","none"
"SEffe::scriptGetEffectTranslationRelativeToParent","out","int","z","The calculated Z position","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","unused","","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","velocityX","The X rotation velocity (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","velocityY","The Y rotation velocity (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","velocityZ","The Z rotation velocity (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","accelerationX","The X rotation acceleration (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","accelerationY","The Y rotation acceleration (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachment","in","int","accelerationZ","The Z rotation acceleration (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","ticks","The number of ticks until the rotation finishes","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","x","The new X rotation (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","y","The new Y rotation (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachmentTicks","in","int","z","The new Z rotation (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachmentDistance","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRotationScalerAttachmentDistance","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddRotationScalerAttachmentDistance","in","int","distancePerTick","The amount to rotate per frame until the rotation finishes","none"
"SEffe::scriptAddRotationScalerAttachmentDistance","in","int","angle","The new rotation (PSX degrees)","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","ticks","The number of ticks until the rotation finishes","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","x","The X position","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","y","The Y position","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointTicks","in","int","z","The Z position","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","distancePerTick","The amount to rotate per frame until the rotation finishes","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","x","The X position","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","y","The Y position","none"
"SEffe::scriptAddRotationScalerAttachmentTowardsPointDistance","in","int","z","The Z position","none"
"Battle::scriptAllocateClonedModelEffect","out","int","effectIndex","The new effect manager's index","none"
"Battle::scriptAllocateClonedModelEffect","in","int","cloneId","Battle entity ID or flag 0x700_0000 to clone battle stage model","none"
"SEffe::scriptLoadEffectModelAnimation","in","int","effectIndex","The effect index","none"
"SEffe::scriptLoadEffectModelAnimation","in","int","deffPartIndex","The animation (DEFF part) index","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","velocityX","The X velocity (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","velocityY","The Y velocity (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","velocityZ","The Z velocity (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","accelerationX","The X acceleration (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","accelerationY","The Y acceleration (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerAttachment","in","int","accelerationZ","The Z acceleration (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","ticks","The number of ticks until the scaling finishes","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","x","The X scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","y","The Y scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentTicks","in","int","z","The Z scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","distancePerTick","The amount to scaling per frame until the scale finishes","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","x","The X scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","y","The Y scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerMultiplicativeAttachmentDistance","in","int","z","The Z scale (12-bit fixed-point)","none"
"SEffe::scriptSetScriptScript","in","int","scriptIndex","The script index to replace the script for","none"
"SEffe::scriptSetScriptScript","in","int","deffScriptIndex","The DEFF script index to load (or -1 to use this script's script)","none"
"SEffe::scriptSetScriptScript","in","int","entrypoint","The script entrypoint at which to start","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","parentIndex","The parent index (or -1 if none)","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","ticks","The number of ticks until the scaling finishes","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","x","The X scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","y","The Y scale (12-bit fixed-point)","none"
"SEffe::scriptAddScaleScalerDifferenceAttachmentTicks","in","int","z","The Z scale (12-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddColourScalerAttachment","in","int","velocityR","The R velocity (8-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","velocityG","The G velocity (8-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","velocityB","The B velocity (8-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","accelerationR","The R acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","accelerationG","The G acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddColourScalerAttachment","in","int","accelerationB","The B acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","ticks","The number of ticks until finished","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","destR","The final R colour","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","destG","The final G colour","none"
"SEffe::scriptAddConstantColourScalerAttachment","in","int","destB","The final B colour","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","distancePerTick","The distance per tick until finished","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","velocityX","The X velocity","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","velocityY","The Y velocity","none"
"SEffe::scriptAddConstantColourScalerDistance","in","int","velocityZ","The Z velocity","none"
"SEffe::scriptRemoveGenericEffectAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptRemoveGenericEffectAttachment","in","int","genericIndex","The generic index","none"
"SEffe::scriptAddGenericAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddGenericAttachment","in","int","genericIndex","The generic index","none"
"SEffe::scriptAddGenericAttachment","in","int","speed","The attachment speed","none"
"SEffe::scriptAddGenericAttachment","in","int","acceleration","The attachment acceleration","none"
"SEffe::scriptAddGenericAttachmentTicks","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddGenericAttachmentTicks","in","int","varIndex","The generic variable index","none"
"SEffe::scriptAddGenericAttachmentTicks","in","int","value","The target value","none"
"SEffe::scriptAddGenericAttachmentTicks","in","int","ticks","The number of ticks until finished","none"
"SEffe::scriptAddGenericAttachmentSpeed","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddGenericAttachmentSpeed","in","int","varIndex","The generic variable index","none"
"SEffe::scriptAddGenericAttachmentSpeed","in","int","value","The target value","none"
"SEffe::scriptAddGenericAttachmentSpeed","in","int","speed","The amount per frame to increment","none"
"SEffe::scriptAddLifespanAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddLifespanAttachment","in","int","ticks","The number of ticks until the effect is deallocated","none"
"SEffe::scriptSetEffectErrorFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectErrorFlag","in","bool","clear","True to clear (no error), false otherwise (error) (NOTE: backwards from others)","none"
"SEffe::scriptSetEffectTranslucencySourceFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectTranslucencySourceFlag","in","bool","set","True to set (use effect manager translucency), false otherwise (use effect translucency)","none"
"SEffe::scriptSetEffectTranslucencyModeFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectTranslucencyModeFlag","in","int","mode","0 = (B+F)/2, 1 = B+F, 2 = B-F","none"
"Battle::scriptGetDeffBentParams","out","int","bentIndex","","none"
"Battle::scriptGetDeffBentParams","out","int","target","","none"
"SEffe::scriptGetPositionScalerAttachmentVelocity","in","int","effectIndex","The effect index","none"
"SEffe::scriptGetPositionScalerAttachmentVelocity","in","int","unused","","none"
"SEffe::scriptGetPositionScalerAttachmentVelocity","out","int","x","The X velocity (8-bit fixed-point)","none"
"SEffe::scriptGetPositionScalerAttachmentVelocity","out","int","y","The Y velocity (8-bit fixed-point)","none"
"SEffe::scriptGetPositionScalerAttachmentVelocity","out","int","z","The Z velocity (8-bit fixed-point)","none"
"Battle::scriptAddOrUpdateTextureAnimationAttachment","in","int","effectIndex","The effect index","none"
"Battle::scriptAddOrUpdateTextureAnimationAttachment","in","int","varIndex","The texture index","none"
"Battle::scriptAddOrUpdateTextureAnimationAttachment","in","int","step","The animation movement step","none"
"SEffe::scriptSetEffectLightingDisableFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectLightingDisableFlag","in","bool","set","True to set (disabled), false otherwise (enabled)","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","distancePerFrame","The distance to move each frame until complete","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","x","The X position","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","y","The Y position","none"
"SEffe::scriptAddRelativePositionScalerDistance1","in","int","z","The Z position","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","parentIndex","The parent index (or -1 for none)","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","ticks","The number of frames for the movement to complete","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","x","The X position","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","y","The Y position","none"
"SEffe::scriptAddRelativePositionScalerTicks1","in","int","z","The Z position","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","parentIndex","The parent index","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","velocityX","The X velocity (8-bit fixed-point)","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","velocityY","The Y velocity (8-bit fixed-point)","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","velocityZ","The Z velocity (8-bit fixed-point)","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","accelerationX","The X acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","accelerationY","The Y acceleration (8-bit fixed-point)","none"
"SEffe::scriptAddOrUpdatePositionScalerAttachment","in","int","accelerationZ","The Z acceleration (8-bit fixed-point)","none"
"SEffe::scriptUpdateParabolicPositionScalerAttachment","in","int","effectIndex","The effect index","none"
"SEffe::scriptUpdateParabolicPositionScalerAttachment","in","int","unused","","none"
"SEffe::scriptUpdateParabolicPositionScalerAttachment","in","int","accelerationX","The X acceleration","none"
"SEffe::scriptUpdateParabolicPositionScalerAttachment","in","int","accelerationY","The Y acceleration","none"
"SEffe::scriptUpdateParabolicPositionScalerAttachment","in","int","accelerationZ","The Z acceleration","none"
"Battle::scriptAllocateEmptyEffectManagerChild","out","int","effectIndex","The new effect manager script index","none"
"Battle::allocateBillboardSpriteEffect","out","int","effectIndex","The new effect manager script index","none"
"Battle::allocateBillboardSpriteEffect","in","int","flags","Flag meanings are unknown","none"
"Battle::FUN_800e9854","in","int","p0","Unused","none"
"Battle::FUN_800e9854","in","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateLmbAnimation","out","int","effectIndex","The new effect manager script index","none"
"SEffe::scriptAllocateLmbAnimation","in","int","lmbFlags","Selects which LMB to use","none"
"SEffe::allocateDeffTmd","out","int","effectIndex","The new effect manager script index","none"
"SEffe::allocateDeffTmd","in","int","flags","The DEFF flags, mostly unknown","none"
"Battle::FUN_800e99bc","out","int","effectIndex","The new effect manager script index","none"
"Battle::FUN_800e99bc","in","int","flags","The DEFF flags, mostly unknown","none"
"SEffe::scriptSetLmbDeffFlag","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetLmbDeffFlag","in","int","flagIndex","DEFF flag index to set","none"
"SEffe::scriptSetLmbDeffFlag","in","int","deffFlag","Value of DEFF flag to set","none"
"Battle::scriptLoadCmbAnimation","in","int","effectIndex","The effect index","none"
"Battle::scriptLoadCmbAnimation","in","int","flags","The DEFF flags, mostly unknown","none"
"SEffe::scriptAttachEffectToBobj","in","int","effectIndex","The effect index","none"
"SEffe::scriptAttachEffectToBobj","in","int","parentBobjIndex","The bobj to attach to","none"
"SEffe::scriptAttachEffectToBobj","in","int","parentPartIndex","The model part of the bobj to attach to","none"
"Battle::scriptHideEffectModelPart","in","int","effectIndex","The effect index","none"
"Battle::scriptHideEffectModelPart","in","flag","part","Which model part to hide","none"
"Battle::scriptShowEffectModelPart","in","int","effectIndex","The effect index","none"
"Battle::scriptShowEffectModelPart","in","flag","part","Which model part to show","none"
"Battle::scriptAddRedEyeDragoonTransformationFlameArmorEffectAttachment","in","int","effectIndex","The effect index","none"
"Battle::scriptAddRedEyeDragoonTransformationFlameArmorEffectAttachment","in","int","textureIndex1","The first texture index","none"
"Battle::scriptAddRedEyeDragoonTransformationFlameArmorEffectAttachment","in","int","textureIndex2","The second texture index","none"
"Battle::scriptAddRedEyeDragoonTransformationFlameArmorEffectAttachment","in","int","attachmentStep","The attachment step","none"
"Battle::scriptApplyTextureAnimationAttachment","in","int","effectIndex","The effect index","none"
"Battle::scriptApplyTextureAnimationAttachment","in","int","textureIndex","The texture index","none"
"Battle::scriptRemoveTextureAnimationAttachment","in","int","effectIndex","The effect index","none"
"Battle::scriptRemoveTextureAnimationAttachment","in","int","textureIndex","The texture index","none"
"SEffe::scriptLoadSameScriptAndJump","in","int","scriptIndex","The script index","none"
"SEffe::scriptLoadSameScriptAndJump","in","int","address","The script address","fork_jump"
"SEffe::allocateShirleyTransformWipeEffect","in","int","effectIndex","The new effect manager script index","none"
"SEffe::FUN_80111a58","in","int","effectIndex","The effect index","none"
"SEffe::FUN_80111a58","in","int","modelPartIndex","The model part index","none"
"SEffe::FUN_80111a58","out","int","x","The X position","none"
"SEffe::FUN_80111a58","out","int","y","The Y position","none"
"SEffe::FUN_80111a58","out","int","z","The Z position","none"
"Battle::scriptGetEffectLoopCount","in","int","effectIndex","The effect index","none"
"Battle::scriptGetEffectLoopCount","out","int","loopCount","The number of loops","none"
"SEffe::allocateSpriteWithTrailEffect","out","int","effectIndex","The new effect manager script index","none"
"SEffe::allocateSpriteWithTrailEffect","in","int","flags","Effect flags are unknown","none"
"SEffe::allocateSpriteWithTrailEffect","in","int","colourAndScaleFlags","0x4 - apply colour, 0x8 - apply scale","none"
"SEffe::allocateSpriteWithTrailEffect","in","int","count","The number of copies","none"
"SEffe::allocateSpriteWithTrailEffect","in","int","steps","The number of steps to apply to each copy","none"
"SEffe::allocateSpriteWithTrailEffect","in","int","brightnessAndScaleChange","The amount to change per step","none"
"Battle::scriptLoadDeff","in","int","flagsAndIndex","The effect manager's flags in the upper 16 bits, DEFF index in the lower 16 bits","none"
"Battle::scriptLoadDeff","in","int","bentIndex","The BattleEntity27c script index","none"
"Battle::scriptLoadDeff","in","int","p2","","none"
"Battle::scriptLoadDeff","in","int","scriptEntrypoint","The effect manager's entrypoint into this script","none"
"Battle::scriptLoadDeff","in","int","type","0x100_0000 = dragoon, 0x200_0000 = spell/item, 0x300_0000/0x400_0000 = enemy/boss, 0x500_0000 = cutscene","none"
"Battle::scriptTickDeffLoadingStage","in","int","loadingStage","The loading stage to run (ranges from 0-4 inclusive)","none"
"Battle::scriptGetDeffLoadingStage","out","int","loadingStage","","none"
"SEffe::scriptGetEffectZ","in","int","effectIndex","The effect index","none"
"SEffe::scriptGetEffectZ","out","int","z","The Z coordinate","none"
"SEffe::scriptSetEffectZ","in","int","effectIndex","The effect index","none"
"SEffe::scriptSetEffectZ","in","int","z","The Z coordinate","none"
"SEffe::allocateDeffTmdRenderer","in","int","effectIndex","The new effect manager script index","none"
"SEffe::allocateDeffTmdRenderer","in","int","flags","DEFF flags, not fully understood","none"
"SEffe::allocateDeffTmdRenderer","in","int","objIndex","The model object index","none"
"SEffe::scriptAttackEffectToBobjRelative","in","int","effectIndex","The effect index","none"
